lat,lng,UNIQUE_ID,RECORD_ID,STATUS,SOURCE,STARTDATE,SRC_GROUP,LBP_USAGE,LBPBUFF_ID,RECORDTYPE,Survey Method,common.name,species
-37.8022001,145.921467,845,8590149,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),3/7/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT396.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78565015,146.315667,846,8590150,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),3/11/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT397.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78071716,145.9197171,848,8590152,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),4/1/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT388.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78900016,145.932883,854,8590153,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),4/11/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT400.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.89268315,145.733183,856,8590186,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/7/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT289.2,New (verified) record post-February 2014,Camera Trapping,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.89836712,146.28795,857,8590216,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/13/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT401.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82310016,145.887167,873,8590220,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),5/19/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT407.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.51426714,145.539533,874,8590262,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),6/13/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT408.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.49707549,145.5297761,907,8590294,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),6/23/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT428.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.76515014,146.286367,908,8590301,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/1/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT429.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.76916713,146.284767,909,8590302,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/1/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT430.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.53860016,145.9047671,906,8590276,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/18/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT427.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.8169331,145.8406,910,8590317,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),7/28/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT431.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.92259969,146.2884635,991,8590335,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/20/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT445.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81158311,146.09445,992,8590336,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),8/29/17,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT446.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.87310011,145.9196331,1034,8943074,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),1/21/18,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT327.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.79955829,145.9300981,1036,8943075,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),2/10/18,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT466.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.65985677,146.0578025,1035,8943076,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),2/17/18,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT426.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78015358,146.301119,1037,8943077,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),2/17/18,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT157.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.77515394,145.9927425,1038,8943078,VERIFIED,VICTORIAN BIODIVERSITY ATLAS (DELWP),3/11/18,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT467.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91295011,146.306267,0,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT476.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.7643226,146.0881997,0,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT477.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81964034,146.147896,0,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT484.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81945955,146.1515679,0,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,Existing LBP colony. No additional exclusion zone established,BT474.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.57273346,145.5771333,521,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",TT96.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.79570011,145.87325,692,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT370.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.51940013,145.9125171,693,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT291.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81235013,146.1131331,694,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT371.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81173317,146.110333,695,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT371.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.79900011,145.8769,696,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT342.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.54480011,145.622717,697,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT372.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91141716,145.852567,698,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT344.2,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.91465015,146.302233,699,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT373.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.82270014,145.752283,847,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT398.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.54531709,145.586217,1016,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT456.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.54167005,145.5805033,1017,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT457.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81128344,146.1488782,1018,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.76188353,145.9399503,1019,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT458.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81580449,146.1471562,1020,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.5,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81274095,146.1522697,1021,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT216.4,New (verified) record post-February 2014,Camera Trapping,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.81476716,146.071867,1022,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT459.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.77055092,146.2766044,1025,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT462.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.77333023,146.271286,1026,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT463.1,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.8206814,146.1535309,1072,0,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",BT484.3,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78953871,146.169582,Unassigned,Unassigned,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",Unassigned,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.78533731,146.1642914,Unassigned,Unassigned,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",Unassigned,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
-37.52948808,145.9099185,Unassigned,Unassigned,VERIFIED,PENDING LOAD TO VICTORIAN BIODIVERSITY ATLAS,,WOTCH,"200m radius timber harvest exclusion zone applied (LBPAG 2014, Rec. 1.1)",Unassigned,New (verified) record post-February 2014,Active Search,Leadbeater's Possum,Gymnobelideus leadbeateri
